"draw","lambda_at_index_7","lambda_at_index_13","lambda_at_index_19","lambda_at_index_25"
1,0.207641281268455,0.213822621185668,0.21621669485464,0.220260076211515
2,0.204873450883457,0.208577374832735,0.209587973676176,0.214906537233294
3,0.205603790240374,0.211527905048984,0.214788342406346,0.21813752085636
4,0.207036612485226,0.212187002671215,0.215205952481499,0.21834877607061
5,0.205415394888817,0.210116838297841,0.215544319206115,0.217686229522461
6,0.206907902736085,0.211314234662973,0.213717675247135,0.216524645244237
7,0.205583221451269,0.209935386991729,0.211099328107464,0.216435901304122
8,0.208878347444381,0.212368030270883,0.217390299490114,0.222635323659814
9,0.204400666976125,0.211397974280568,0.213146671861875,0.216160034268551
10,0.205002445833517,0.210356251721546,0.214419960394759,0.217588524233147
11,0.204539640146445,0.208956189036732,0.211749216055007,0.215539317108382
12,0.204705089391083,0.21015505904508,0.211333108484361,0.214839926633206
13,0.205493263504123,0.210359294478294,0.212285685367784,0.213336385313954
14,0.205396338243713,0.21007110619067,0.213863788839353,0.217426886439054
15,0.20714418821078,0.212180704169683,0.214946616403895,0.214619069320891
16,0.206375617896672,0.213488860238566,0.215366758651474,0.216225418393998
17,0.204688428266082,0.207843749216553,0.21160411820016,0.213238674970925
18,0.204315169890771,0.206569330103185,0.209680350146741,0.214112439049229
19,0.205346865025044,0.209460762625521,0.210963550071217,0.213279694853783
20,0.204578367037864,0.207057702619056,0.211607125147714,0.216745307640045
21,0.205760597858355,0.211925380673625,0.214546583251906,0.216952177715815
22,0.205729709815984,0.209726921276021,0.214839789319698,0.218435961561755
23,0.204986463313977,0.210883369275018,0.216184183884347,0.217903626115603
24,0.203925708438994,0.204965607438621,0.206828424875625,0.212519260060424
25,0.207474981630431,0.211988054339863,0.21561651840737,0.218092038727131
26,0.206108390271931,0.210418074031647,0.214955188111148,0.218173074243226
27,0.206332447597646,0.212087538348325,0.215451935673553,0.217688199948951
28,0.204458604025817,0.208317321495855,0.214198608148712,0.216572718408634
29,0.20503247155002,0.210089744704957,0.213809966908784,0.217908256274109
30,0.205505587328194,0.210276957705433,0.214065093957434,0.218890255584311
31,0.205188086996357,0.21082168430208,0.214487246173917,0.217979876047461
32,0.204097564785586,0.206574911670347,0.210517058585014,0.21288362801044
33,0.204629776112054,0.208600474668062,0.212973747624426,0.218155262331622
34,0.203835060663808,0.206462571325926,0.213122962517287,0.215231089499266
35,0.206371371807395,0.211430246980747,0.215631352805117,0.218905813703516
36,0.20550550014263,0.209394004821599,0.212637042616389,0.218051690331308
37,0.203943894499444,0.21105302903,0.215748561506705,0.21781203084013
38,0.205434828561429,0.211789237863938,0.215941524411468,0.218703185855438
39,0.205659927378336,0.209338454898857,0.214071113274287,0.216763243213312
40,0.207132232340604,0.212342859443981,0.211922330549883,0.214400851301276
41,0.205189535097189,0.209626817941578,0.21405285080993,0.2183578121915
42,0.205302659516621,0.209730907265447,0.214222681172917,0.215973385686003
43,0.204248624716525,0.207454378596593,0.213172170508329,0.21876348626659
44,0.20605053193585,0.212686098634936,0.214577912271585,0.218532812233075
45,0.204839674335942,0.212764521562864,0.216972025050584,0.219332446524217
46,0.203935991127986,0.207343473577165,0.212281629365786,0.215124160347427
47,0.208488443095357,0.211144877243014,0.212079766336565,0.21535705500343
48,0.205422669576701,0.207886135873903,0.208768986109162,0.211205169122953
49,0.206997015734554,0.213378543198059,0.214277017056676,0.21824195681056
50,0.20345586521403,0.208400644989247,0.213206223136245,0.216073943808318
51,0.206438080202935,0.21166713215904,0.218653496578952,0.219587050724646
52,0.208655678532754,0.215826486096498,0.216981623313643,0.220556774700819
53,0.203034356862782,0.205841671339091,0.210354478931382,0.213706777938694
54,0.204568629299815,0.211107431995626,0.216431155989424,0.216223715472496
55,0.203748023651538,0.208256575470721,0.213759919797037,0.217604900649175
56,0.20537399702081,0.210656675353996,0.217154508036747,0.219078816079687
57,0.20574541109742,0.207612341994825,0.21370326233908,0.215379327738914
58,0.205384272891448,0.209333362742312,0.213805058369986,0.218222339547303
59,0.207684274516801,0.20994634700504,0.211907221653243,0.215120016757022
60,0.206572170815119,0.211741227218376,0.215825246462283,0.220346919235521
61,0.20546935580451,0.207769093811648,0.215238303219353,0.216597057859401
62,0.205227928625904,0.207135687960822,0.210659045474124,0.21467772638117
63,0.205745821351812,0.211289009107933,0.215582138446646,0.220914479716731
64,0.206228730829145,0.21106698930337,0.215931483885296,0.218299582764473
65,0.205281786775216,0.208729748211817,0.212605422278655,0.216374348603689
66,0.204837526778602,0.209284734387165,0.211626492353184,0.213564549539997
67,0.206587140820144,0.210101644693126,0.212472945165879,0.217844350771333
68,0.207987861445984,0.211832830760379,0.219058733876049,0.219499906756027
69,0.206577655574189,0.210955586135791,0.214487884661186,0.216486783105006
70,0.206504254648234,0.210771044881694,0.216141355927029,0.218960336764691
71,0.206094843669112,0.210742148680618,0.216113460166291,0.218699815055884
72,0.206054737252292,0.210069978865348,0.213642071870404,0.21653353857542
73,0.204975898008548,0.210051484708426,0.214945568083157,0.218268632001513
74,0.204673673949799,0.20841094537858,0.21409074237485,0.216850690751787
75,0.203555852841745,0.207445934054244,0.213104825988441,0.217207278650943
76,0.205029819505353,0.210633337631426,0.214406768752331,0.216754877465399
77,0.208621874378835,0.212354635835048,0.216677516121684,0.220602412147239
78,0.208445804073363,0.213967104924447,0.216656707116616,0.219835316022354
79,0.206263725560643,0.210897840312963,0.214866298065707,0.217089693964865
80,0.203600944694377,0.21064614920519,0.21370320280316,0.218188552412229
81,0.206798575781021,0.211366944300012,0.21442644970717,0.218155737231471
82,0.206952983179927,0.209690620991842,0.212946433790506,0.218225168482671
83,0.206363442097935,0.211007857169689,0.215580571987397,0.219380247269551
84,0.205509707315531,0.209214407049897,0.212687337101012,0.214705125995309
85,0.206586537165455,0.20723197018214,0.213827090461118,0.216989715140326
86,0.203819665698072,0.209640189618955,0.211423280142399,0.216286540052537
87,0.207398014115758,0.21255073034391,0.214293939262876,0.217458822672866
88,0.203675647690365,0.208657703365343,0.210857792463567,0.217007683650469
89,0.206745732285879,0.212630343837221,0.218104056334401,0.220394258884304
90,0.203875538310613,0.209283262737636,0.213012904583089,0.218692132641517
91,0.204471550546552,0.210323020498145,0.214447093909129,0.220093756375472
92,0.206335217328797,0.210174659199807,0.212321626938936,0.215534205989687
93,0.20800210852236,0.213041459059209,0.214927016548367,0.218876488725214
94,0.204826600052573,0.208619261175169,0.212404166460394,0.214503612184225
95,0.204810227408295,0.209824536878963,0.212601710251271,0.215442283918275
96,0.203363581689741,0.206131169970079,0.211393360312177,0.213584954630499
97,0.208089595369633,0.212092248943045,0.215871569001612,0.217069083722742
98,0.20500108355722,0.210480604168986,0.215112367087864,0.217575809588583
99,0.20634665636898,0.211359577865796,0.215598368550343,0.216248507492142
100,0.205193205460417,0.210376471824964,0.213815852278127,0.216689308556751
101,0.204391726279774,0.206262786935622,0.209861928953236,0.211622016610063
102,0.205980062927977,0.211506532713054,0.217845648864321,0.218861267408276
103,0.205185212088603,0.210551603124692,0.215105665094157,0.216678010859816
104,0.207376803029699,0.211728269240074,0.214548027758533,0.217713900239377
105,0.203626771569781,0.208719626146181,0.215350540349807,0.219785150924981
106,0.205594815328627,0.207950956833919,0.21132611072791,0.215344355737126
107,0.203578078057672,0.211008249255137,0.213142062918644,0.21394668070027
108,0.207220597318876,0.209935632727889,0.212983275578518,0.214089472885109
109,0.206029251112573,0.21150370790809,0.214447715791789,0.218512720780832
110,0.206012508905915,0.209985557485715,0.214391641603604,0.22032388317169
111,0.205947608384417,0.209196870336012,0.213339091488125,0.213863278361925
112,0.203904186006003,0.206564428062159,0.212262690697444,0.215404280429598
